deadline_success_ratio,execution_time,mean_best_effort,mean_deadline,median_best_effort,median_deadline,no_batches,no_best_effort,no_deadline,no_workers,scheduler,seed,std_best_effort,std_deadline,strictness,total_time
0.465625,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,0.2,2400.0
0.7125,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,0.4,2400.0
0.828125,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,0.6,2400.0
0.878125,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,0.8,2400.0
0.90625,456.530733109,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,deadline,9.0,0.0,0.0,1.0,2400.0
0.0,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,0.0,2400.0
0.11875,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,0.2,2400.0
0.215625,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,0.4,2400.0
0.275,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,0.6,2400.0
0.365625,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,0.8,2400.0
0.503125,399.166567802,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,fair,9.0,0.0,0.0,1.0,2400.0
0.0,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,0.0,2400.0
0.165625,405.26907897,1.0,1.0,1.0,1.0,4200.0,3880.0,320.0,200.0,saware,9.0,0.0,0.0,0.2,2400.0
